24.11.2017 15:59:42 Начало работы программы
24.11.2017 16:30:18 Завершение работы программы
24.11.2017 16:33:51 Начало работы программы
24.11.2017 16:34:04 Завершение работы программы
24.11.2017 16:34:16 Начало работы программы
24.11.2017 16:34:50 Завершение работы программы
24.11.2017 16:35:17 Начало работы программы
24.11.2017 16:40:36 Завершение работы программы
24.11.2017 16:41:07 Начало работы программы
24.11.2017 17:13:57 Завершение работы программы
24.11.2017 17:17:56 Начало работы программы
24.11.2017 17:18:46 Завершение работы программы
24.11.2017 17:18:58 Начало работы программы
24.11.2017 17:31:07 Завершение работы программы
24.11.2017 17:33:37 Начало работы программы
24.11.2017 17:34:27 Завершение работы программы
24.11.2017 17:35:49 Начало работы программы
24.11.2017 18:11:40 Завершение работы программы
24.11.2017 18:11:44 Начало работы программы
24.11.2017 20:05:57 Завершение работы программы
24.11.2017 20:08:27 Начало работы программы
24.11.2017 20:37:50 Начало работы программы
24.11.2017 21:50:48 Завершение работы программы
24.11.2017 21:59:05 Начало работы программы
24.11.2017 21:59:34 Завершение работы программы
24.11.2017 22:00:07 Начало работы программы
24.11.2017 22:00:52 Завершение работы программы
