28.11.2017 00:12:01 Начало работы программы
28.11.2017 00:12:41 Начало работы программы
28.11.2017 00:18:58 Начало работы программы
28.11.2017 00:19:04 Завершение работы программы
28.11.2017 00:20:03 Начало работы программы
28.11.2017 00:23:36 Завершение работы программы
28.11.2017 00:28:14 Начало работы программы
28.11.2017 00:30:37 Завершение работы программы
28.11.2017 00:33:15 Начало работы программы
28.11.2017 01:02:48 Завершение работы программы
28.11.2017 01:31:41 Начало работы программы
28.11.2017 01:35:51 Завершение работы программы
28.11.2017 01:36:13 Начало работы программы
28.11.2017 01:37:41 Начало работы программы
28.11.2017 01:38:36 Начало работы программы
28.11.2017 02:04:31 Завершение работы программы
28.11.2017 02:05:20 Начало работы программы
28.11.2017 02:05:44 Завершение работы программы
28.11.2017 02:06:59 Начало работы программы
28.11.2017 02:07:14 Завершение работы программы
28.11.2017 02:10:28 Начало работы программы
28.11.2017 02:11:07 Завершение работы программы
28.11.2017 02:11:28 Начало работы программы
28.11.2017 09:40:11 Начало работы программы
28.11.2017 09:45:47 Завершение работы программы
28.11.2017 09:48:17 Начало работы программы
28.11.2017 09:50:46 Завершение работы программы
28.11.2017 09:52:58 Начало работы программы
28.11.2017 10:03:12 Завершение работы программы
28.11.2017 10:05:45 Начало работы программы
28.11.2017 10:09:29 Завершение работы программы
28.11.2017 10:09:31 Начало работы программы
28.11.2017 10:09:50 Завершение работы программы
28.11.2017 10:09:54 Начало работы программы
28.11.2017 10:10:03 Завершение работы программы
28.11.2017 10:10:41 Начало работы программы
28.11.2017 10:15:49 Завершение работы программы
28.11.2017 10:31:07 Начало работы программы
28.11.2017 10:52:57 Завершение работы программы
28.11.2017 11:00:11 Начало работы программы
28.11.2017 11:10:08 Завершение работы программы
28.11.2017 13:30:08 Начало работы программы
28.11.2017 13:30:13 Завершение работы программы
28.11.2017 13:33:43 Начало работы программы
28.11.2017 13:33:47 Завершение работы программы
28.11.2017 13:36:13 Начало работы программы
28.11.2017 13:36:21 Завершение работы программы
28.11.2017 13:45:50 Начало работы программы
28.11.2017 13:46:52 Начало работы программы
28.11.2017 13:47:01 Завершение работы программы
28.11.2017 13:48:06 Начало работы программы
28.11.2017 13:50:11 Начало работы программы
28.11.2017 13:51:47 Начало работы программы
28.11.2017 13:52:11 Завершение работы программы
28.11.2017 13:57:26 Начало работы программы
28.11.2017 13:58:08 Завершение работы программы
28.11.2017 13:58:23 Начало работы программы
28.11.2017 13:58:45 Завершение работы программы
28.11.2017 14:00:12 Начало работы программы
28.11.2017 14:00:16 Завершение работы программы
28.11.2017 14:00:47 Начало работы программы
28.11.2017 14:01:12 Завершение работы программы
28.11.2017 14:01:17 Начало работы программы
28.11.2017 14:01:38 Завершение работы программы
28.11.2017 14:02:59 Начало работы программы
28.11.2017 14:03:50 Завершение работы программы
28.11.2017 14:03:56 Начало работы программы
28.11.2017 14:04:31 Начало работы программы
28.11.2017 14:05:49 Начало работы программы
28.11.2017 14:06:01 Завершение работы программы
28.11.2017 14:06:10 Начало работы программы
28.11.2017 14:07:46 Начало работы программы
28.11.2017 14:10:45 Начало работы программы
28.11.2017 14:11:21 Начало работы программы
28.11.2017 14:11:31 Завершение работы программы
28.11.2017 14:13:11 Начало работы программы
28.11.2017 14:17:12 Начало работы программы
28.11.2017 14:19:43 Начало работы программы
28.11.2017 14:19:49 Завершение работы программы
28.11.2017 14:22:23 Начало работы программы
28.11.2017 14:22:28 Завершение работы программы
28.11.2017 14:24:25 Начало работы программы
28.11.2017 14:24:30 Завершение работы программы
28.11.2017 14:24:37 Начало работы программы
28.11.2017 14:25:46 Начало работы программы
28.11.2017 14:29:04 Начало работы программы
28.11.2017 14:31:33 Завершение работы программы
28.11.2017 14:33:12 Начало работы программы
28.11.2017 14:37:00 Завершение работы программы
28.11.2017 14:39:03 Начало работы программы
28.11.2017 14:48:10 Завершение работы программы
28.11.2017 14:48:27 Начало работы программы
28.11.2017 15:06:16 Завершение работы программы
28.11.2017 15:21:46 Завершение работы программы
28.11.2017 15:32:59 Завершение работы программы
28.11.2017 15:40:29 Завершение работы программы
28.11.2017 15:52:34 Завершение работы программы
28.11.2017 16:03:07 Завершение работы программы
28.11.2017 16:07:22 Завершение работы программы
28.11.2017 16:19:37 Завершение работы программы
28.11.2017 16:24:12 Завершение работы программы
28.11.2017 16:33:21 Завершение работы программы
28.11.2017 18:29:43 Завершение работы программы
28.11.2017 18:37:18 Завершение работы программы
28.11.2017 18:47:27 Завершение работы программы
28.11.2017 18:49:58 Завершение работы программы
28.11.2017 18:50:20 Завершение работы программы
28.11.2017 18:52:45 Завершение работы программы
28.11.2017 18:55:58 Завершение работы программы
28.11.2017 20:12:27 Завершение работы программы
28.11.2017 20:42:44 Завершение работы программы
28.11.2017 20:51:39 Завершение работы программы
28.11.2017 20:52:15 Завершение работы программы
28.11.2017 20:52:34 Завершение работы программы
28.11.2017 20:57:43 Завершение работы программы
