23.11.2017 18:42:34 Начало работы программы
23.11.2017 18:43:13 Начало работы программы
23.11.2017 18:43:39 Начало работы программы
23.11.2017 19:37:29 Начало работы программы
23.11.2017 19:38:32 Начало работы программы
23.11.2017 19:39:34 Начало работы программы
23.11.2017 19:40:05 Начало работы программы
23.11.2017 19:41:46 Начало работы программы
23.11.2017 19:42:58 Начало работы программы
23.11.2017 19:43:47 Начало работы программы
23.11.2017 19:44:56 Завершение работы программы
23.11.2017 22:04:23 Начало работы программы
23.11.2017 22:04:32 Завершение работы программы
23.11.2017 22:05:43 Начало работы программы
23.11.2017 22:05:55 Завершение работы программы
23.11.2017 22:07:37 Начало работы программы
23.11.2017 22:11:39 Начало работы программы
23.11.2017 22:11:45 Завершение работы программы
23.11.2017 22:13:51 Начало работы программы
23.11.2017 22:14:27 Начало работы программы
23.11.2017 22:14:47 Начало работы программы
23.11.2017 22:15:52 Начало работы программы
23.11.2017 22:16:01 Завершение работы программы
23.11.2017 22:16:27 Начало работы программы
23.11.2017 22:17:22 Завершение работы программы
23.11.2017 22:18:00 Начало работы программы
23.11.2017 22:18:07 Завершение работы программы
23.11.2017 22:44:05 Начало работы программы
23.11.2017 22:45:01 Завершение работы программы
23.11.2017 23:00:08 Начало работы программы
23.11.2017 23:00:22 Завершение работы программы
23.11.2017 23:02:02 Начало работы программы
23.11.2017 23:02:48 Начало работы программы
23.11.2017 23:03:00 Завершение работы программы
23.11.2017 23:41:48 Начало работы программы
