21.11.2017 10:46:27 Начало работы программы
21.11.2017 10:46:30 Завершение работы программы
21.11.2017 10:55:08 Начало работы программы
21.11.2017 10:56:17 Завершение работы программы
21.11.2017 14:24:47 Начало работы программы
21.11.2017 14:24:50 Завершение работы программы
21.11.2017 14:26:49 Начало работы программы
21.11.2017 14:27:51 Завершение работы программы
21.11.2017 14:28:49 Начало работы программы
21.11.2017 14:28:56 Завершение работы программы
21.11.2017 14:35:24 Начало работы программы
21.11.2017 14:35:30 Завершение работы программы
21.11.2017 15:01:15 Начало работы программы
21.11.2017 15:01:25 Завершение работы программы
21.11.2017 15:02:00 Начало работы программы
21.11.2017 15:02:12 Завершение работы программы
21.11.2017 15:14:43 Начало работы программы
21.11.2017 15:14:47 Завершение работы программы
21.11.2017 15:14:52 Начало работы программы
21.11.2017 15:16:26 Начало работы программы
21.11.2017 15:16:44 Завершение работы программы
